additives_plus_carbs_with_sources_2025_f3ffdfc3
code,name,category,permitted_GB,permitted_NI,permitted_EU,status_notes,child_warning,PKU_warning,polyols_warning,sulphites_allergen_label,origin,overview,typical_uses,effects_summary,effects_verdict,synonyms,matches,ins_number,sources
E552,Calcium silicate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,mineral,Calcium silicate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,552; calcium silicate,552,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E553a,Magnesium silicate / Magnesium trisilicate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,mineral,Magnesium silicate / Magnesium trisilicate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,553a; magnesium silicate; magnesium silicate / magnesium trisilicate; magnesium trisilicate,553a,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E553b,Talc,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,mineral,Talc used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,553b; talc,553b,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E554,Sodium aluminium silicate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,mineral,Sodium aluminium silicate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,554; sodium aluminium silicate,554,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E555,Potassium aluminium silicate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,mineral,Potassium aluminium silicate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,555; potassium aluminium silicate,555,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E570,Fatty acids,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Fatty acids used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,570; fatty acids,570,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E574,Gluconic acid,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Gluconic acid used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,574; gluconic acid,574,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E575,Glucono delta-lactone,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Glucono delta-lactone used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,575; glucono delta; glucono delta-lactone; lactone,575,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E576,Sodium gluconate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Sodium gluconate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,576; sodium gluconate,576,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E577,Potassium gluconate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Potassium gluconate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,577; potassium gluconate,577,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E578,Calcium gluconate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Calcium gluconate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,578; calcium gluconate,578,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E579,Ferrous gluconate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Ferrous gluconate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,579; ferrous gluconate,579,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E585,Ferrous lactate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Ferrous lactate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,585; ferrous lactate,585,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E620,Glutamic acid,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Glutamic acid used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,620; glutamic acid,620,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E621,Monosodium glutamate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Monosodium glutamate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,621; monosodium glutamate,621,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E622,Monopotassium glutamate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Monopotassium glutamate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,622; monopotassium glutamate,622,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E623,Calcium diglutamate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Calcium diglutamate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,623; calcium diglutamate,623,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E624,Monoammonium glutamate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Monoammonium glutamate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,624; monoammonium glutamate,624,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E625,Magnesium diglutamate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Magnesium diglutamate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,625; magnesium diglutamate,625,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E626,Guanylic acid,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Guanylic acid used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,626; guanylic acid,626,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E627,Disodium guanylate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Disodium guanylate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,627; disodium guanylate,627,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E628,Dipotassium guanylate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Dipotassium guanylate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,628; dipotassium guanylate,628,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E629,Calcium guanylate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Calcium guanylate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,629; calcium guanylate,629,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E630,Inosinic acid,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Inosinic acid used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,630; inosinic acid,630,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E631,Disodium inosinate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Disodium inosinate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,631; disodium inosinate,631,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E632,Dipotassium inosinate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Dipotassium inosinate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,632; dipotassium inosinate,632,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E633,Calcium inosinate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Calcium inosinate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,633; calcium inosinate,633,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E634,Calcium 5'-ribonucleotides,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Calcium 5'-ribonucleotides used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,634; calcium 5'; calcium 5'-ribonucleotides; ribonucleotides,634,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E635,Disodium 5'-ribonucleotides,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Disodium 5'-ribonucleotides used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,635; disodium 5'; disodium 5'-ribonucleotides; ribonucleotides,635,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E640,Glycine and its sodium salt,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Glycine and its sodium salt used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,640; glycine and its sodium salt,640,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E641,L-leucine,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),L-leucine used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,641; l; l-leucine; leucine,641,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E650,Zinc acetate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Zinc acetate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,650; zinc acetate,650,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E900,Dimethylpolysiloxane,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Dimethylpolysiloxane used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,900; dimethylpolysiloxane,900,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E901,"Beeswax, white and yellow",others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,animal,"Beeswax, white and yellow used as a others.","Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,"901; beeswax; beeswax, white and yellow; white and yellow",901,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E902,Candelilla wax,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,plant,Candelilla wax used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,902; candelilla wax,902,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E903,Carnauba wax,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Carnauba wax used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,Carnauba wax,903; carnauba wax,903,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
