id,name,simple_role,what_it_is,why_it_is_used,common_in,child_note,who_should_take_care,headline_risk_or_benefit,region_status_short,rating,quick_advice,vegan,aka_on_labels,sources_primary,last_updated,uk_grade_weight,uk_grade_note
E326,Potassium lactate,Acidity regulator/Preservative,Potassium salt of lactic acid.,pH control; shelf-life.,"meats, ready meals",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,
E327,Calcium lactate,Acidity regulator/Firming,Calcium salt of lactic acid.,Firming agent; calcium source.,"pickles, jellies",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E337,Potassium sodium tartrate (Rochelle salt),Acidity regulator,Double salt of tartaric acid.,pH control; baking aid.,"baking powders, confectionery",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E350,Sodium malates,Acidity regulator,Salts of malic acid.,Tartness and buffering.,"drinks, sweets",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E351,Potassium malate,Acidity regulator,Salt of malic acid.,Tartness and buffering.,"drinks, sweets",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E352,Calcium malates,Acidity regulator,Calcium salts of malic acid.,Buffering; calcium source.,"sweets, supplemented foods",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E353,Metatartaric acid,Stabiliser,Polymer of tartaric acid.,Prevents tartrate crystals.,wine,,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E354,Calcium tartrate,Stabiliser,Calcium salt of tartaric acid.,Stabilises colour/precipitates.,wine,,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E355,Adipic acid,Acidity regulator,Dicarboxylic acid.,Tartness; gel strength with gelatin.,"desserts, jellies",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E356,Sodium adipates,Acidity regulator,Salts of adipic acid.,Buffering; gel texture.,desserts,,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E357,Potassium adipate,Acidity regulator,Potassium salt of adipic acid.,Buffering.,desserts,,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E363,Succinic acid,Acidity regulator,Dicarboxylic acid naturally occurring; produced industrially (man-made).,Tart/savoury notes; buffering.,"drinks, seasonings",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E365,Sodium fumarate,Acidity regulator,Salt of fumaric acid.,Buffering/sourness.,"tortillas, baked goods",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E366,Potassium fumarate,Acidity regulator,Potassium salt of fumaric acid.,Buffering.,bakery,,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E367,Calcium fumarate,Acidity regulator,Calcium salt of fumaric acid.,Buffering; calcium source.,bakery,,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E385,Calcium disodium EDTA,Sequestrant/Antioxidant synergist,Chelator binding metal ions.,Prevents colour/flavour deterioration.,"mayonnaise, dressings, canned veg",,,Widely used; regulated.,EU/GB/US: permitted,Limit,Fine in tiny amounts; choose simpler recipes if you prefer.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,
E386,Disodium EDTA,Sequestrant,Chelator; more common in cosmetics; limited food uses/region-dependent.,Metal control.,specialty foods,,,Widely used; regulated.,Region-dependent,Limit,Region-specific permissions; amounts are tiny.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,
E626,Guanylic acid (5′-GMP),Flavour enhancer (umami),Nucleotide flavour enhancer; often from yeast.,Boosts savoury taste.,"soups, snacks",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E628,Dipotassium guanylate,Flavour enhancer (umami),Potassium salt of 5′-GMP.,Savory boost.,"snacks, noodles",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E629,Calcium guanylate,Flavour enhancer (umami),Calcium salt of 5′-GMP.,Savory boost.,soups,,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E630,Inosinic acid (5′-IMP),Flavour enhancer (umami),Nucleotide (may be animal- or fermentation-sourced).,Savory boost.,"snacks, soups",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,varies,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E632,Dipotassium inosinate,Flavour enhancer (umami),Potassium salt of 5′-IMP.,Savory boost.,snacks,,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,varies,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E633,Calcium inosinate,Flavour enhancer (umami),Calcium salt of 5′-IMP.,Savory boost.,soups,,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,varies,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E634,Calcium 5′-ribonucleotides,Flavour enhancer (umami),Mixture of nucleotides.,Synergy with MSG.,seasonings,,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,varies,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E636,Maltol,Flavour enhancer,Caramel-like flavour booster.,Enhances sweetness/caramel notes.,"baked goods, desserts",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E637,Ethyl maltol,Flavour enhancer,Stronger caramel/strawberry-like enhancer.,Flavour intensifier.,"confectionery, desserts",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E553a,Magnesium silicate,Anti-caking agent,Keeps powders free-flowing.,Prevents clumping.,"spices, salt",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E570,Fatty acids,Anti-caking/Processing aid,Purified fatty acids used as release agents.,Stops sticking.,bakery,,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E571,Ammonium salts of fatty acids,Anti-caking/Emulsifier,Salts of fatty acids.,Release/anti-caking.,bakery,,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,6,Emulsifier: some people report gut sensitivity; weight reflects that.
E572,Magnesium stearate,Anti-caking/Carrier,Magnesium salt of stearic acid.,Flow aid.,powdered foods,,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,varies,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E1101,Proteases,Enzyme,Protein-digesting enzymes (from microbial/plant/animal).,Dough conditioning; tenderising.,"bread, meat marinades",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,varies,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E1102,Glucose oxidase,Enzyme,Enzyme that strengthens dough via peroxide generation.,Dough improvement.,bread,,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E1104,Lipases,Enzyme,Fat-splitting enzymes for flavour and dough.,Flavour development; dough.,"cheese, bakery",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Use as intended; choose simpler options if preferred.,varies,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E422,Glycerol (glycerin),Humectant/Solvent,Sugar alcohol that holds moisture.,Keeps foods soft; solvent for flavours.,"icing, bars, soft cakes",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Can have a laxative effect in large amounts.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E1510,Ethanol,Solvent/Carrier,Food-grade alcohol used to carry flavours/extracts.,Ensures even flavour.,"vanilla extracts, flavours",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Residual levels are tiny in finished foods.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
